,StateDesc,Short_Question_Text,Measure,StateAbbr,TotalNumber,ESTIMATESBASE2020
270,Georgia,Core preventive services for older women,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",GA,3344338.0,10711908
271,Georgia,Coronary Heart Disease,Coronary heart disease among adults aged >=18 years,GA,573421.0,10711908
272,Georgia,Current Asthma,Current asthma among adults aged >=18 years,GA,963680.0,10711908
273,Georgia,Current Smoking,Current smoking among adults aged >=18 years,GA,1741476.0,10711908
274,Georgia,Dental Visit,Visits to dentist or dental clinic among adults aged >=18 years,GA,5433057.0,10711908
275,Georgia,Depression,Depression among adults aged >=18 years,GA,1822048.0,10711908
276,Georgia,Diabetes,Diagnosed diabetes among adults aged >=18 years,GA,1138498.0,10711908
277,Georgia,General Health,Fair or poor self-rated health status among adults aged >=18 years,GA,1633037.0,10711908
278,Georgia,Health Insurance,Current lack of health insurance among adults aged 18-64 years,GA,2086195.0,10711908
279,Georgia,Mammography,Mammography use among women aged 50-74 years,GA,7260212.0,10711908
280,Georgia,Mental Health,Mental health not good for >=14 days among adults aged >=18 years,GA,1525823.0,10711908
281,Georgia,Obesity,Obesity among adults aged >=18 years,GA,3369298.0,10711908
282,Georgia,Physical Health,Physical health not good for >=14 days among adults aged >=18 years,GA,1037729.0,10711908
283,Georgia,Physical Inactivity,No leisure-time physical activity among adults aged >=18 years,GA,2558160.0,10711908
284,Georgia,Sleep <7 hours,Sleeping less than 7 hours among adults aged >=18 years,GA,3587479.0,10711908
285,Georgia,Stroke,Stroke among adults aged >=18 years,GA,325436.0,10711908
286,Hawaii,All Teeth Lost,All teeth lost among adults aged >=65 years,HI,188090.0,1455271
287,Hawaii,Annual Checkup,Visits to doctor for routine checkup within the past year among adults aged >=18 years,HI,2027298.0,1455271
288,Hawaii,Arthritis,Arthritis among adults aged >=18 years,HI,480549.0,1455271
289,Hawaii,Binge Drinking,Binge drinking among adults aged >=18 years,HI,437687.0,1455271
290,Hawaii,COPD,Chronic obstructive pulmonary disease among adults aged >=18 years,HI,105112.0,1455271
291,Hawaii,Cancer (except skin),Cancer (excluding skin cancer) among adults aged >=18 years,HI,128802.0,1455271
292,Hawaii,Cervical Cancer Screening,Cervical cancer screening among adult women aged 21-65 years,HI,2062212.0,1455271
293,Hawaii,Chronic Kidney Disease,Chronic kidney disease among adults aged >=18 years,HI,63264.0,1455271
294,Hawaii,Colorectal Cancer Screening,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",HI,1870098.0,1455271
295,Hawaii,Core preventive services for older men,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",HI,837654.0,1455271
296,Hawaii,Core preventive services for older women,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",HI,820968.0,1455271
297,Hawaii,Coronary Heart Disease,Coronary heart disease among adults aged >=18 years,HI,116739.0,1455271
298,Hawaii,Current Asthma,Current asthma among adults aged >=18 years,HI,229902.0,1455271
299,Hawaii,Current Smoking,Current smoking among adults aged >=18 years,HI,341431.0,1455271
300,Hawaii,Dental Visit,Visits to dentist or dental clinic among adults aged >=18 years,HI,1880339.0,1455271
301,Hawaii,Depression,Depression among adults aged >=18 years,HI,378069.0,1455271
302,Hawaii,Diabetes,Diagnosed diabetes among adults aged >=18 years,HI,249942.0,1455271
303,Hawaii,General Health,Fair or poor self-rated health status among adults aged >=18 years,HI,310209.0,1455271
304,Hawaii,Health Insurance,Current lack of health insurance among adults aged 18-64 years,HI,261716.0,1455271
305,Hawaii,Mammography,Mammography use among women aged 50-74 years,HI,2041736.0,1455271
306,Hawaii,Mental Health,Mental health not good for >=14 days among adults aged >=18 years,HI,318694.0,1455271
307,Hawaii,Obesity,Obesity among adults aged >=18 years,HI,616163.0,1455271
308,Hawaii,Physical Health,Physical health not good for >=14 days among adults aged >=18 years,HI,201791.0,1455271
309,Hawaii,Physical Inactivity,No leisure-time physical activity among adults aged >=18 years,HI,514459.0,1455271
310,Hawaii,Sleep <7 hours,Sleeping less than 7 hours among adults aged >=18 years,HI,1058728.0,1455271
311,Hawaii,Stroke,Stroke among adults aged >=18 years,HI,70574.0,1455271
312,Idaho,All Teeth Lost,All teeth lost among adults aged >=65 years,ID,319568.0,1839106
313,Idaho,Annual Checkup,Visits to doctor for routine checkup within the past year among adults aged >=18 years,ID,1542603.0,1839106
314,Idaho,Arthritis,Arthritis among adults aged >=18 years,ID,469420.0,1839106
315,Idaho,Binge Drinking,Binge drinking among adults aged >=18 years,ID,352304.0,1839106
316,Idaho,COPD,Chronic obstructive pulmonary disease among adults aged >=18 years,ID,131614.0,1839106
317,Idaho,Cancer (except skin),Cancer (excluding skin cancer) among adults aged >=18 years,ID,130702.0,1839106
318,Idaho,Cervical Cancer Screening,Cervical cancer screening among adult women aged 21-65 years,ID,1747637.0,1839106
319,Idaho,Chronic Kidney Disease,Chronic kidney disease among adults aged >=18 years,ID,59994.0,1839106
320,Idaho,Colorectal Cancer Screening,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",ID,1445109.0,1839106
321,Idaho,Core preventive services for older men,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",ID,810487.0,1839106
322,Idaho,Core preventive services for older women,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",ID,781858.0,1839106
323,Idaho,Coronary Heart Disease,Coronary heart disease among adults aged >=18 years,ID,126579.0,1839106
324,Idaho,Current Asthma,Current asthma among adults aged >=18 years,ID,220285.0,1839106
325,Idaho,Current Smoking,Current smoking among adults aged >=18 years,ID,364109.0,1839106
326,Idaho,Dental Visit,Visits to dentist or dental clinic among adults aged >=18 years,ID,1433267.0,1839106
327,Idaho,Depression,Depression among adults aged >=18 years,ID,450331.0,1839106
328,Idaho,Diabetes,Diagnosed diabetes among adults aged >=18 years,ID,197108.0,1839106
329,Idaho,General Health,Fair or poor self-rated health status among adults aged >=18 years,ID,297116.0,1839106
330,Idaho,Health Insurance,Current lack of health insurance among adults aged 18-64 years,ID,364224.0,1839106
331,Idaho,Mammography,Mammography use among women aged 50-74 years,ID,1536030.0,1839106
332,Idaho,Mental Health,Mental health not good for >=14 days among adults aged >=18 years,ID,314281.0,1839106
333,Idaho,Obesity,Obesity among adults aged >=18 years,ID,712802.0,1839106
334,Idaho,Physical Health,Physical health not good for >=14 days among adults aged >=18 years,ID,229316.0,1839106
335,Idaho,Physical Inactivity,No leisure-time physical activity among adults aged >=18 years,ID,472653.0,1839106
336,Idaho,Sleep <7 hours,Sleeping less than 7 hours among adults aged >=18 years,ID,669934.0,1839106
337,Idaho,Stroke,Stroke among adults aged >=18 years,ID,61223.0,1839106
338,Illinois,All Teeth Lost,All teeth lost among adults aged >=65 years,IL,3122642.0,12812508
339,Illinois,Annual Checkup,Visits to doctor for routine checkup within the past year among adults aged >=18 years,IL,17035540.0,12812508
340,Illinois,Arthritis,Arthritis among adults aged >=18 years,IL,4980407.0,12812508
341,Illinois,Binge Drinking,Binge drinking among adults aged >=18 years,IL,3349625.0,12812508
342,Illinois,COPD,Chronic obstructive pulmonary disease among adults aged >=18 years,IL,1298188.0,12812508
343,Illinois,Cancer (except skin),Cancer (excluding skin cancer) among adults aged >=18 years,IL,1304307.0,12812508
344,Illinois,Cervical Cancer Screening,Cervical cancer screening among adult women aged 21-65 years,IL,18162931.0,12812508
345,Illinois,Chronic Kidney Disease,Chronic kidney disease among adults aged >=18 years,IL,613072.0,12812508
346,Illinois,Colorectal Cancer Screening,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",IL,15090916.0,12812508
347,Illinois,Core preventive services for older men,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",IL,8966285.0,12812508
348,Illinois,Core preventive services for older women,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",IL,8090081.0,12812508
349,Illinois,Coronary Heart Disease,Coronary heart disease among adults aged >=18 years,IL,1211082.0,12812508
350,Illinois,Current Asthma,Current asthma among adults aged >=18 years,IL,2161607.0,12812508
351,Illinois,Current Smoking,Current smoking among adults aged >=18 years,IL,3528377.0,12812508
352,Illinois,Dental Visit,Visits to dentist or dental clinic among adults aged >=18 years,IL,14321971.0,12812508
353,Illinois,Depression,Depression among adults aged >=18 years,IL,3579976.0,12812508
354,Illinois,Diabetes,Diagnosed diabetes among adults aged >=18 years,IL,2190259.0,12812508
355,Illinois,General Health,Fair or poor self-rated health status among adults aged >=18 years,IL,3214106.0,12812508
356,Illinois,Health Insurance,Current lack of health insurance among adults aged 18-64 years,IL,3007920.0,12812508
357,Illinois,Mammography,Mammography use among women aged 50-74 years,IL,17221565.0,12812508
358,Illinois,Mental Health,Mental health not good for >=14 days among adults aged >=18 years,IL,2828786.0,12812508
359,Illinois,Obesity,Obesity among adults aged >=18 years,IL,7313209.0,12812508
360,Illinois,Physical Health,Physical health not good for >=14 days among adults aged >=18 years,IL,2052155.0,12812508
361,Illinois,Physical Inactivity,No leisure-time physical activity among adults aged >=18 years,IL,5661135.0,12812508
362,Illinois,Sleep <7 hours,Sleeping less than 7 hours among adults aged >=18 years,IL,7438850.0,12812508
363,Illinois,Stroke,Stroke among adults aged >=18 years,IL,642986.0,12812508
364,Indiana,All Teeth Lost,All teeth lost among adults aged >=65 years,IN,1598960.0,6785528
365,Indiana,Annual Checkup,Visits to doctor for routine checkup within the past year among adults aged >=18 years,IN,6645812.0,6785528
366,Indiana,Arthritis,Arthritis among adults aged >=18 years,IN,2186235.0,6785528
367,Indiana,Binge Drinking,Binge drinking among adults aged >=18 years,IN,1484477.0,6785528
368,Indiana,COPD,Chronic obstructive pulmonary disease among adults aged >=18 years,IN,706628.0,6785528
369,Indiana,Cancer (except skin),Cancer (excluding skin cancer) among adults aged >=18 years,IN,542109.0,6785528
370,Indiana,Cervical Cancer Screening,Cervical cancer screening among adult women aged 21-65 years,IN,7265097.0,6785528
371,Indiana,Chronic Kidney Disease,Chronic kidney disease among adults aged >=18 years,IN,264993.0,6785528
372,Indiana,Colorectal Cancer Screening,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",IN,6119427.0,6785528
373,Indiana,Core preventive services for older men,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",IN,3511617.0,6785528
374,Indiana,Core preventive services for older women,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",IN,3002802.0,6785528
375,Indiana,Coronary Heart Disease,Coronary heart disease among adults aged >=18 years,IN,572019.0,6785528
376,Indiana,Current Asthma,Current asthma among adults aged >=18 years,IN,934653.0,6785528
377,Indiana,Current Smoking,Current smoking among adults aged >=18 years,IN,1922058.0,6785528
378,Indiana,Dental Visit,Visits to dentist or dental clinic among adults aged >=18 years,IN,5364744.0,6785528
379,Indiana,Depression,Depression among adults aged >=18 years,IN,2074598.0,6785528
380,Indiana,Diabetes,Diagnosed diabetes among adults aged >=18 years,IN,991505.0,6785528
381,Indiana,General Health,Fair or poor self-rated health status among adults aged >=18 years,IN,1517917.0,6785528
382,Indiana,Health Insurance,Current lack of health insurance among adults aged 18-64 years,IN,1332616.0,6785528
383,Indiana,Mammography,Mammography use among women aged 50-74 years,IN,6405387.0,6785528
384,Indiana,Mental Health,Mental health not good for >=14 days among adults aged >=18 years,IN,1456991.0,6785528
385,Indiana,Obesity,Obesity among adults aged >=18 years,IN,3366196.0,6785528
386,Indiana,Physical Health,Physical health not good for >=14 days among adults aged >=18 years,IN,1017614.0,6785528
387,Indiana,Physical Inactivity,No leisure-time physical activity among adults aged >=18 years,IN,2451331.0,6785528
388,Indiana,Sleep <7 hours,Sleeping less than 7 hours among adults aged >=18 years,IN,3132188.0,6785528
389,Indiana,Stroke,Stroke among adults aged >=18 years,IN,284908.0,6785528
390,Iowa,All Teeth Lost,All teeth lost among adults aged >=65 years,IA,624337.0,3190369
391,Iowa,Annual Checkup,Visits to doctor for routine checkup within the past year among adults aged >=18 years,IA,3605426.0,3190369
392,Iowa,Arthritis,Arthritis among adults aged >=18 years,IA,1091195.0,3190369
393,Iowa,Binge Drinking,Binge drinking among adults aged >=18 years,IA,1093531.0,3190369
394,Iowa,COPD,Chronic obstructive pulmonary disease among adults aged >=18 years,IA,300065.0,3190369
395,Iowa,Cancer (except skin),Cancer (excluding skin cancer) among adults aged >=18 years,IA,305190.0,3190369
396,Iowa,Cervical Cancer Screening,Cervical cancer screening among adult women aged 21-65 years,IA,4015671.0,3190369
397,Iowa,Chronic Kidney Disease,Chronic kidney disease among adults aged >=18 years,IA,130227.0,3190369
398,Iowa,Colorectal Cancer Screening,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",IA,3485509.0,3190369
399,Iowa,Core preventive services for older men,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",IA,1999842.0,3190369
400,Iowa,Core preventive services for older women,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",IA,1855439.0,3190369
401,Iowa,Coronary Heart Disease,Coronary heart disease among adults aged >=18 years,IA,284330.0,3190369
402,Iowa,Current Asthma,Current asthma among adults aged >=18 years,IA,459830.0,3190369
403,Iowa,Current Smoking,Current smoking among adults aged >=18 years,IA,833164.0,3190369
404,Iowa,Dental Visit,Visits to dentist or dental clinic among adults aged >=18 years,IA,3222903.0,3190369
405,Iowa,Depression,Depression among adults aged >=18 years,IA,883774.0,3190369
406,Iowa,Diabetes,Diagnosed diabetes among adults aged >=18 years,IA,448179.0,3190369
407,Iowa,General Health,Fair or poor self-rated health status among adults aged >=18 years,IA,614196.0,3190369
408,Iowa,Health Insurance,Current lack of health insurance among adults aged 18-64 years,IA,489944.0,3190369
409,Iowa,Mammography,Mammography use among women aged 50-74 years,IA,3709358.0,3190369
410,Iowa,Mental Health,Mental health not good for >=14 days among adults aged >=18 years,IA,680754.0,3190369
411,Iowa,Obesity,Obesity among adults aged >=18 years,IA,1769770.0,3190369
412,Iowa,Physical Health,Physical health not good for >=14 days among adults aged >=18 years,IA,444720.0,3190369
413,Iowa,Physical Inactivity,No leisure-time physical activity among adults aged >=18 years,IA,1135248.0,3190369
414,Iowa,Sleep <7 hours,Sleeping less than 7 hours among adults aged >=18 years,IA,1485559.0,3190369
415,Iowa,Stroke,Stroke among adults aged >=18 years,IA,134944.0,3190369
416,Kansas,All Teeth Lost,All teeth lost among adults aged >=65 years,KS,632881.0,2937880
417,Kansas,Annual Checkup,Visits to doctor for routine checkup within the past year among adults aged >=18 years,KS,3457789.0,2937880
418,Kansas,Arthritis,Arthritis among adults aged >=18 years,KS,1048060.0,2937880
419,Kansas,Binge Drinking,Binge drinking among adults aged >=18 years,KS,844368.0,2937880
420,Kansas,COPD,Chronic obstructive pulmonary disease among adults aged >=18 years,KS,280440.0,2937880
421,Kansas,Cancer (except skin),Cancer (excluding skin cancer) among adults aged >=18 years,KS,285288.0,2937880
422,Kansas,Cervical Cancer Screening,Cervical cancer screening among adult women aged 21-65 years,KS,3932353.0,2937880
423,Kansas,Chronic Kidney Disease,Chronic kidney disease among adults aged >=18 years,KS,128994.0,2937880
424,Kansas,Colorectal Cancer Screening,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",KS,3180140.0,2937880
425,Kansas,Core preventive services for older men,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",KS,1999413.0,2937880
426,Kansas,Core preventive services for older women,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",KS,1799770.0,2937880
427,Kansas,Coronary Heart Disease,Coronary heart disease among adults aged >=18 years,KS,273560.0,2937880
428,Kansas,Current Asthma,Current asthma among adults aged >=18 years,KS,456480.0,2937880
429,Kansas,Current Smoking,Current smoking among adults aged >=18 years,KS,853048.0,2937880
430,Kansas,Dental Visit,Visits to dentist or dental clinic among adults aged >=18 years,KS,3098617.0,2937880
431,Kansas,Depression,Depression among adults aged >=18 years,KS,920739.0,2937880
432,Kansas,Diabetes,Diagnosed diabetes among adults aged >=18 years,KS,480843.0,2937880
433,Kansas,General Health,Fair or poor self-rated health status among adults aged >=18 years,KS,641210.0,2937880
434,Kansas,Health Insurance,Current lack of health insurance among adults aged 18-64 years,KS,758938.0,2937880
435,Kansas,Mammography,Mammography use among women aged 50-74 years,KS,3453042.0,2937880
436,Kansas,Mental Health,Mental health not good for >=14 days among adults aged >=18 years,KS,678593.0,2937880
437,Kansas,Obesity,Obesity among adults aged >=18 years,KS,1682946.0,2937880
438,Kansas,Physical Health,Physical health not good for >=14 days among adults aged >=18 years,KS,449740.0,2937880
439,Kansas,Physical Inactivity,No leisure-time physical activity among adults aged >=18 years,KS,1071525.0,2937880
440,Kansas,Sleep <7 hours,Sleeping less than 7 hours among adults aged >=18 years,KS,1540814.0,2937880
441,Kansas,Stroke,Stroke among adults aged >=18 years,KS,130997.0,2937880
442,Kentucky,All Teeth Lost,All teeth lost among adults aged >=65 years,KY,889943.0,4505836
443,Kentucky,Annual Checkup,Visits to doctor for routine checkup within the past year among adults aged >=18 years,KY,3836861.0,4505836
444,Kentucky,Arthritis,Arthritis among adults aged >=18 years,KY,1409743.0,4505836
445,Kentucky,Binge Drinking,Binge drinking among adults aged >=18 years,KY,804427.0,4505836
446,Kentucky,COPD,Chronic obstructive pulmonary disease among adults aged >=18 years,KY,457100.0,4505836
447,Kentucky,Cancer (except skin),Cancer (excluding skin cancer) among adults aged >=18 years,KY,307900.0,4505836
448,Kentucky,Cervical Cancer Screening,Cervical cancer screening among adult women aged 21-65 years,KY,4125653.0,4505836
449,Kentucky,Chronic Kidney Disease,Chronic kidney disease among adults aged >=18 years,KY,149998.0,4505836
450,Kentucky,Colorectal Cancer Screening,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",KY,3663452.0,4505836
451,Kentucky,Core preventive services for older men,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",KY,2150809.0,4505836
452,Kentucky,Core preventive services for older women,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",KY,1901792.0,4505836
453,Kentucky,Coronary Heart Disease,Coronary heart disease among adults aged >=18 years,KY,335871.0,4505836
454,Kentucky,Current Asthma,Current asthma among adults aged >=18 years,KY,569623.0,4505836
455,Kentucky,Current Smoking,Current smoking among adults aged >=18 years,KY,1082056.0,4505836
456,Kentucky,Dental Visit,Visits to dentist or dental clinic among adults aged >=18 years,KY,2867837.0,4505836
457,Kentucky,Depression,Depression among adults aged >=18 years,KY,1277017.0,4505836
458,Kentucky,Diabetes,Diagnosed diabetes among adults aged >=18 years,KY,555468.0,4505836
459,Kentucky,General Health,Fair or poor self-rated health status among adults aged >=18 years,KY,961933.0,4505836
460,Kentucky,Health Insurance,Current lack of health insurance among adults aged 18-64 years,KY,553033.0,4505836
461,Kentucky,Mammography,Mammography use among women aged 50-74 years,KY,3648838.0,4505836
462,Kentucky,Mental Health,Mental health not good for >=14 days among adults aged >=18 years,KY,916741.0,4505836
463,Kentucky,Obesity,Obesity among adults aged >=18 years,KY,1871925.0,4505836
464,Kentucky,Physical Health,Physical health not good for >=14 days among adults aged >=18 years,KY,658196.0,4505836
465,Kentucky,Physical Inactivity,No leisure-time physical activity among adults aged >=18 years,KY,1504886.0,4505836
466,Kentucky,Sleep <7 hours,Sleeping less than 7 hours among adults aged >=18 years,KY,1858460.0,4505836
467,Kentucky,Stroke,Stroke among adults aged >=18 years,KY,166021.0,4505836
468,Louisiana,All Teeth Lost,All teeth lost among adults aged >=65 years,LA,1131256.0,4657757
469,Louisiana,Annual Checkup,Visits to doctor for routine checkup within the past year among adults aged >=18 years,LA,4660671.0,4657757
470,Louisiana,Arthritis,Arthritis among adults aged >=18 years,LA,1471387.0,4657757
471,Louisiana,Binge Drinking,Binge drinking among adults aged >=18 years,LA,1150367.0,4657757
472,Louisiana,COPD,Chronic obstructive pulmonary disease among adults aged >=18 years,LA,455779.0,4657757
473,Louisiana,Cancer (except skin),Cancer (excluding skin cancer) among adults aged >=18 years,LA,345166.0,4657757
474,Louisiana,Cervical Cancer Screening,Cervical cancer screening among adult women aged 21-65 years,LA,4898110.0,4657757
475,Louisiana,Chronic Kidney Disease,Chronic kidney disease among adults aged >=18 years,LA,201938.0,4657757
476,Louisiana,Colorectal Cancer Screening,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",LA,4162797.0,4657757
477,Louisiana,Core preventive services for older men,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",LA,2084063.0,4657757
478,Louisiana,Core preventive services for older women,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",LA,1960788.0,4657757
479,Louisiana,Coronary Heart Disease,Coronary heart disease among adults aged >=18 years,LA,401367.0,4657757
480,Louisiana,Current Asthma,Current asthma among adults aged >=18 years,LA,591814.0,4657757
481,Louisiana,Current Smoking,Current smoking among adults aged >=18 years,LA,1267122.0,4657757
482,Louisiana,Dental Visit,Visits to dentist or dental clinic among adults aged >=18 years,LA,3250180.0,4657757
483,Louisiana,Depression,Depression among adults aged >=18 years,LA,1468208.0,4657757
484,Louisiana,Diabetes,Diagnosed diabetes among adults aged >=18 years,LA,801400.0,4657757
485,Louisiana,General Health,Fair or poor self-rated health status among adults aged >=18 years,LA,1211946.0,4657757
486,Louisiana,Health Insurance,Current lack of health insurance among adults aged 18-64 years,LA,943363.0,4657757
487,Louisiana,Mammography,Mammography use among women aged 50-74 years,LA,4705075.0,4657757
488,Louisiana,Mental Health,Mental health not good for >=14 days among adults aged >=18 years,LA,1071328.0,4657757
489,Louisiana,Obesity,Obesity among adults aged >=18 years,LA,2304496.0,4657757
490,Louisiana,Physical Health,Physical health not good for >=14 days among adults aged >=18 years,LA,754610.0,4657757
491,Louisiana,Physical Inactivity,No leisure-time physical activity among adults aged >=18 years,LA,1877274.0,4657757
492,Louisiana,Sleep <7 hours,Sleeping less than 7 hours among adults aged >=18 years,LA,2275820.0,4657757
493,Louisiana,Stroke,Stroke among adults aged >=18 years,LA,236403.0,4657757
494,Maine,All Teeth Lost,All teeth lost among adults aged >=65 years,ME,209674.0,1362359
495,Maine,Annual Checkup,Visits to doctor for routine checkup within the past year among adults aged >=18 years,ME,963635.0,1362359
496,Maine,Arthritis,Arthritis among adults aged >=18 years,ME,309966.0,1362359
497,Maine,Binge Drinking,Binge drinking among adults aged >=18 years,ME,197112.0,1362359
498,Maine,COPD,Chronic obstructive pulmonary disease among adults aged >=18 years,ME,95748.0,1362359
499,Maine,Cancer (except skin),Cancer (excluding skin cancer) among adults aged >=18 years,ME,82676.0,1362359
500,Maine,Cervical Cancer Screening,Cervical cancer screening among adult women aged 21-65 years,ME,1034790.0,1362359
501,Maine,Chronic Kidney Disease,Chronic kidney disease among adults aged >=18 years,ME,35120.0,1362359
502,Maine,Colorectal Cancer Screening,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",ME,955994.0,1362359
503,Maine,Core preventive services for older men,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",ME,579797.0,1362359
504,Maine,Core preventive services for older women,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",ME,457443.0,1362359
505,Maine,Coronary Heart Disease,Coronary heart disease among adults aged >=18 years,ME,79143.0,1362359
506,Maine,Current Asthma,Current asthma among adults aged >=18 years,ME,137441.0,1362359
507,Maine,Current Smoking,Current smoking among adults aged >=18 years,ME,217830.0,1362359
508,Maine,Dental Visit,Visits to dentist or dental clinic among adults aged >=18 years,ME,802238.0,1362359
509,Maine,Depression,Depression among adults aged >=18 years,ME,295962.0,1362359
510,Maine,Diabetes,Diagnosed diabetes among adults aged >=18 years,ME,108535.0,1362359
511,Maine,General Health,Fair or poor self-rated health status among adults aged >=18 years,ME,154262.0,1362359
512,Maine,Health Insurance,Current lack of health insurance among adults aged 18-64 years,ME,156228.0,1362359
513,Maine,Mammography,Mammography use among women aged 50-74 years,ME,952426.0,1362359
514,Maine,Mental Health,Mental health not good for >=14 days among adults aged >=18 years,ME,179507.0,1362359
515,Maine,Obesity,Obesity among adults aged >=18 years,ME,386703.0,1362359
516,Maine,Physical Health,Physical health not good for >=14 days among adults aged >=18 years,ME,116903.0,1362359
517,Maine,Physical Inactivity,No leisure-time physical activity among adults aged >=18 years,ME,272111.0,1362359
518,Maine,Sleep <7 hours,Sleeping less than 7 hours among adults aged >=18 years,ME,392508.0,1362359
519,Maine,Stroke,Stroke among adults aged >=18 years,ME,35889.0,1362359
520,Maryland,All Teeth Lost,All teeth lost among adults aged >=65 years,MD,1008890.0,6177224
521,Maryland,Annual Checkup,Visits to doctor for routine checkup within the past year among adults aged >=18 years,MD,7222786.0,6177224
522,Maryland,Arthritis,Arthritis among adults aged >=18 years,MD,2040137.0,6177224
523,Maryland,Binge Drinking,Binge drinking among adults aged >=18 years,MD,1368899.0,6177224
524,Maryland,COPD,Chronic obstructive pulmonary disease among adults aged >=18 years,MD,479408.0,6177224
525,Maryland,Cancer (except skin),Cancer (excluding skin cancer) among adults aged >=18 years,MD,549683.0,6177224
526,Maryland,Cervical Cancer Screening,Cervical cancer screening among adult women aged 21-65 years,MD,8031270.0,6177224
527,Maryland,Chronic Kidney Disease,Chronic kidney disease among adults aged >=18 years,MD,249686.0,6177224
528,Maryland,Colorectal Cancer Screening,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",MD,6940160.0,6177224
529,Maryland,Core preventive services for older men,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",MD,3929984.0,6177224
530,Maryland,Core preventive services for older women,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",MD,3533669.0,6177224
531,Maryland,Coronary Heart Disease,Coronary heart disease among adults aged >=18 years,MD,474222.0,6177224
532,Maryland,Current Asthma,Current asthma among adults aged >=18 years,MD,927590.0,6177224
533,Maryland,Current Smoking,Current smoking among adults aged >=18 years,MD,1311032.0,6177224
534,Maryland,Dental Visit,Visits to dentist or dental clinic among adults aged >=18 years,MD,6079173.0,6177224
535,Maryland,Depression,Depression among adults aged >=18 years,MD,1650120.0,6177224
536,Maryland,Diabetes,Diagnosed diabetes among adults aged >=18 years,MD,940796.0,6177224
537,Maryland,General Health,Fair or poor self-rated health status among adults aged >=18 years,MD,1177563.0,6177224
538,Maryland,Health Insurance,Current lack of health insurance among adults aged 18-64 years,MD,1134138.0,6177224
539,Maryland,Mammography,Mammography use among women aged 50-74 years,MD,7271819.0,6177224
